Country,Population,Year,Status,Adult Mortality,infant deaths,Alcohol,Life expectancy ,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure, HIV/AIDS,Diphtheria ,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Spain,4522683,2007,Developed,72,2,11.05,89,510.9327012,96,267,61.7,2,96,8.36,0.1,96,3279.414,0.6,0.5,0.849,16
Spain,44397319,2006,Developed,73,2,11.86,88,4460.390006,97,362,61.1,2,98,8.23,0.1,98,28482.6948,0.6,0.5,0.844,15.9
Spain,43653155,2005,Developed,77,2,11.92,81,405.4475981,96,22,6.5,2,96,8.12,0.1,96,2651.71745,0.6,0.5,0.837,15.8
Spain,42921895,2004,Developed,79,2,11.96,81,3715.370095,97,26,59.9,2,97,8.5,0.1,97,24918.64584,0.6,0.5,0.833,15.6
Spain,42187645,2003,Developed,83,2,12.09,79.4,3205.019918,81,256,59.3,2,99,7.99,0.1,98,21495.7741,0.6,0.5,0.83,15.6
Spain,41431558,2002,Developed,83,2,12.26,79.5,228.3543024,82,67,58.8,2,98,7.25,0.1,98,1719.53541,0.6,0.5,0.828,15.7
Spain,485412,2001,Developed,84,2,9.86,79.4,2044.169761,83,0,58.2,2,95,7.24,0.1,96,15323.6114,0.6,0.5,0.825,15.7
Spain,4567864,2000,Developed,86,2,11.12,79.1,1934.398154,77,152,57.6,2,95,7.21,0.1,95,14676.769,0.6,0.5,0.82,15.7
Sri Lanka,2966,2015,Developing,138,3,,74.9,0,99,1568,23.4,3,99,,0.1,99,3844.89123,15.1,15,0.764,14
Sri Lanka,2771,2014,Developing,141,3,2.37,74.7,42.7308283,99,1686,22.7,3,99,3.5,0.1,99,382.54994,15.2,15,0.76,14
Sri Lanka,2585,2013,Developing,142,3,2.56,74.6,41.62053588,99,2107,21.9,3,99,3.68,0.1,99,361.289374,15.2,15.1,0.757,13.8
Sri Lanka,2425,2012,Developing,143,3,2.8,74.5,20.76877311,99,51,21.2,4,99,3.21,0.1,99,335.521375,15.3,15.2,0.752,13.7
Sri Lanka,2271,2011,Developing,141,3,3.03,74.5,20.83302367,99,60,2.5,4,99,3.28,0.1,99,322.992615,15.3,15.3,0.746,13.6
Sri Lanka,2119,2010,Developing,138,3,2.31,74.5,191.7267589,99,79,19.8,4,99,3.43,0.1,99,2819.511161,15.3,15.3,0.739,13.5
Sri Lanka,19968,2009,Developing,183,4,2.05,71.8,13.39092189,97,21,19.2,4,97,3.37,0.1,97,216.681584,15.3,15.4,0.735,13.4
Sri Lanka,19817,2008,Developing,172,4,2.1,72.3,17.81424344,98,33,18.5,4,98,3.44,0.1,98,254.489192,15.4,15.4,0.731,13.3
Sri Lanka,19668,2007,Developing,146,4,2.29,73.7,127.6377505,98,44,17.9,5,98,3.76,0.1,98,1644.816372,15.4,15.5,0.725,13.2
Sri Lanka,1952,2006,Developing,145,4,1.96,73.8,120.2471713,98,0,17.2,5,98,4.6,0.1,98,1448.7611,15.4,15.5,0.718,13.1
Sri Lanka,19373,2005,Developing,138,4,1.97,74.2,97.76637062,99,3,16.6,5,99,4.6,0.1,99,1259.87591,15.4,15.5,0.712,12.9
Sri Lanka,19228,2004,Developing,197,6,1.56,69.1,15.35342268,62,35,16.1,10,97,4.28,0.1,97,174.6692,15.4,15.5,0.705,12.8
Sri Lanka,1983,2003,Developing,146,5,1.69,73.9,72.4280894,32,65,15.6,5,98,3.95,0.1,99,989.4547732,15.4,15.5,0.697,12.7
Sri Lanka,18939,2002,Developing,149,5,1.62,73.7,59.63595674,,139,15.1,5,98,3.89,0.1,98,873.1472436,15.4,15.6,0.699,12.6
Sri Lanka,18797,2001,Developing,16,5,1.68,72.7,53.61278637,,309,14.6,6,98,3.81,0.1,98,837.699787,15.4,15.6,0.686,12.5
Sri Lanka,18655,2000,Developing,175,5,1.45,71.5,60.4909815,,16527,14.1,6,99,3.77,0.1,99,875.412178,15.3,15.5,0.677,12.4
Sudan,3864783,2015,Developing,225,58,,64.1,0,93,3585,,85,93,,0.3,93,2513.884661,,,0.488,7.2
Sudan,37737913,2014,Developing,229,59,0.01,63.8,253.6086508,94,676,,86,94,8.43,0.3,94,2176.89829,,,0.485,7.2
Sudan,36849918,2013,Developing,232,60,0.01,63.5,227.8353208,93,2813,,88,93,8.42,0.3,93,1955.66799,,,0.478,7
Sudan,3599192,2012,Developing,235,61,0.01,63.2,220.522192,92,8523,,89,92,8.2,0.3,92,1892.894352,,,0.468,6.8
Sudan,35167314,2011,Developing,241,61,2.12,62.7,196.6892153,93,5616,,91,93,8.3,0.3,93,1666.857757,,,0.463,7
Sudan,34385963,2010,Developing,243,62,1.77,62.5,172.0097884,75,680,,92,9,7.97,0.3,9,1476.47887,,,0.461,7
Sudan,3365619,2009,Developing,248,63,1.99,62,17.0536929,72,68,,94,81,8.4,0.3,81,1226.884381,,,0.456,6.8
Sudan,32955496,2008,Developing,251,64,2.01,61.8,128.6362711,78,129,,95,85,8.17,0.3,86,1291.528826,,,0.444,6.3
Sudan,32282526,2007,Developing,254,65,2.01,61.4,86.13166944,78,327,,97,84,4.72,0.3,84,1115.6952,,,0.44,6.4
Sudan,316764,2006,Developing,26,66,1.9,61,60.3368571,6,228,,99,77,3.93,0.2,78,893.8793645,,,0.43,6.2
Sudan,3911914,2005,Developing,261,66,1.55,67,37.59039592,22,1374,,101,78,3.18,0.2,78,679.7539949,,,0.423,6.1
Sudan,3186341,2004,Developing,278,68,1.59,59.7,37.04479956,,9562,,102,74,3.39,0.2,74,565.569459,,,0.415,5.7
Sudan,29435944,2003,Developing,278,69,1.74,59.6,35.35264737,,4381,,104,69,3.18,0.2,69,477.738478,,,0.409,5.6
Sudan,28679565,2002,Developing,277,70,1.59,59.4,30.62287548,,4529,,106,6,2.95,0.2,6,412.1517561,,,0.403,5.6
Sudan,279455,2001,Developing,283,71,1.81,58.9,28.88069657,,4362,,108,66,2.96,0.2,66,377.5254454,,,0.399,5.6
Sudan,2725535,2000,Developing,284,71,1.76,58.6,30.86000992,,2875,,109,62,3.23,0.1,62,361.35843,,,0.394,5.5
Suriname,55328,2015,Developing,176,0,,71.6,0,89,0,58.3,0,89,,0.4,89,8818.982566,3.5,3.5,0.723,12.7
Suriname,547928,2014,Developing,178,0,6.32,71.4,1132.432517,85,0,57.7,0,85,5.69,0.4,85,9564.46383,3.5,3.5,0.722,12.7
Suriname,54254,2013,Developing,179,0,6.02,71.2,1122.972967,86,0,57,0,86,5.96,0.4,86,9484.56898,3.5,3.5,0.719,12.7
Suriname,53777,2012,Developing,178,0,5.73,71.3,1168.324095,84,0,56.3,0,84,6.9,0.9,84,9272.413453,3.5,3.4,0.708,12.7
Suriname,531589,2011,Developing,187,0,5.64,76,989.1263558,86,0,55.5,0,86,5.93,0.1,86,8318.97692,3.5,3.4,0.704,12.5
Suriname,52613,2010,Developing,19,0,5.26,73,99.08095375,86,0,54.8,0,96,5.81,0.5,96,833.31332,3.5,3.4,0.7,12.3
Suriname,52619,2009,Developing,196,0,5.13,70,885.0739766,87,0,54.1,0,85,6.14,0.6,87,7443.85178,3.5,3.4,0.696,12.1
Suriname,515148,2008,Developing,196,0,4.94,69.8,815.4355995,84,0,53.3,0,85,5.92,1.2,85,6858.163158,3.5,3.4,0.691,11.9
Suriname,5975,2007,Developing,22,0,4.72,69.5,685.0299083,84,0,52.6,0,84,5.92,0.8,84,5761.39536,3.5,3.4,0.684,11.7
Suriname,5437,2006,Developing,199,0,4.52,69.3,72.800168,84,0,51.8,0,84,6.22,0.6,84,527.92,3.5,3.4,0.678,11.5
Suriname,498946,2005,Developing,25,0,4.47,68.9,418.9206608,83,0,51.1,0,84,6.78,0.6,83,3595.8855,3.5,3.4,0.672,11.3
Suriname,49363,2004,Developing,214,0,4.55,68.3,4.23257668,,0,5.4,0,84,6.88,0.9,85,36.48773,3.5,3.5,0,11.1
Suriname,488332,2003,Developing,223,0,4.53,68,32.3662077,,0,49.7,0,74,6.62,1,75,263.1399,3.5,3.5,0,10.9
Suriname,48344,2002,Developing,221,0,4.41,67.9,250.7112373,,0,49,0,74,7.14,1.6,73,2232.513244,3.5,3.5,0,11
Suriname,47774,2001,Developing,219,0,4.23,67.7,191.2135044,,0,48.3,0,65,8.38,1.8,68,1598.77512,3.6,3.5,0,11
Suriname,47239,2000,Developing,224,0,4.29,67.4,268.1837972,,0,47.6,0,7,9.65,0.4,71,1888.61829,3.6,3.6,0,11.1
Swaziland,131911,2015,Developing,373,2,,58.9,0,9,0,32.3,3,84,,7.1,9,3136.92511,4,4.1,0.541,11.4
Swaziland,129597,2014,Developing,382,2,0.01,58.4,574.3895102,98,0,31.8,3,98,9.25,7.3,98,3464.35169,4.3,4.3,0.541,11.4
Swaziland,1271456,2013,Developing,393,2,0.01,57.6,708.9556648,98,0,31.2,3,98,9.66,9.8,98,3598.75972,4.5,4.6,0.539,11.4
Swaziland,1248158,2012,Developing,412,2,0.01,56.5,720.2333929,95,0,3.7,3,92,8.76,12.2,95,3851.51547,4.8,4.9,0.534,11.3
Swaziland,1225258,2011,Developing,438,2,5.2,55,735.7090978,91,0,3.2,3,85,8.61,15.7,91,3934.27325,5.1,5.2,0.526,11.2
Swaziland,122843,2010,Developing,459,2,4.93,53.6,56.93670561,89,313,29.7,4,89,8.47,21.6,89,369.239336,5.4,5.6,0.523,11
Swaziland,118675,2009,Developing,46,3,4.9,52.6,47.6164523,88,26,29.3,4,89,8.46,33.7,88,332.517125,5.8,5.9,0.519,10.8
Swaziland,1158897,2008,Developing,477,3,4.87,51.4,413.0063027,9,1,28.9,4,89,8.19,40.2,88,2842.438422,6.1,6.3,0.514,10.6
Swaziland,1138434,2007,Developing,51,3,5.55,50,43.3664999,92,0,28.5,4,88,7.5,40.7,87,347.48798,6.5,6.7,0.508,10.5
Swaziland,112514,2006,Developing,564,3,5.53,47.8,437.0802438,93,0,28.2,4,88,6.81,43.7,87,2937.36723,6.9,7.1,0.502,9.9
Swaziland,115873,2005,Developing,63,3,5.08,46,372.1651473,95,0,27.8,4,88,6.8,49.1,86,2873.862141,7.3,7.5,0.495,9.7
Swaziland,19553,2004,Developing,69,3,5.78,45.6,37.43857664,93,0,27.4,4,88,5.88,50.3,86,2529.633557,7.7,7.9,0.492,9.4
Swaziland,187392,2003,Developing,6,3,5.65,45.9,2.819124474,9,350,27.1,4,87,5.71,50.6,85,22.99449,8.2,8.4,0.493,9.1
Swaziland,1893,2002,Developing,587,3,5.52,46.4,131.0421269,88,37,26.7,4,87,5.16,49.9,85,1324.996228,8.6,8.8,0.502,9.2
Swaziland,172927,2001,Developing,568,3,6.72,47.1,143.6197316,86,49,26.3,4,87,5.11,48.8,84,1437.634951,9,9.2,0.506,9.3
Swaziland,161468,2000,Developing,536,3,7.19,48.4,25.21683318,83,10,25.9,4,87,5.26,46.4,84,1637.4567,9.4,9.6,0.516,9.4
Sweden,9799186,2015,Developed,53,0,,82.4,0,67,22,59.5,0,98,,0.1,98,5585.25847,1.5,1.4,0.909,15.9
Sweden,969611,2014,Developed,54,0,7.3,82.3,1142.212403,67,26,59,0,98,11.93,0.1,98,5918.19898,1.5,1.3,0.906,15.8
Sweden,96379,2013,Developed,57,0,7.3,81.9,1212.666327,67,51,58.5,0,98,11.97,0.1,98,6283.24522,1.4,1.3,0.904,15.8
Sweden,9519374,2012,Developed,57,0,7.4,81.7,10947.02327,53,30,58.1,0,98,11.8,0.1,98,57134.777,1.4,1.3,0.903,15.8
Sweden,9449213,2011,Developed,58,0,7.4,81.7,11477.6671,42,26,57.7,0,98,11.7,0.1,98,59593.28711,1.4,1.3,0.901,16
Sweden,9378126,2010,Developed,58,0,7.2,81.5,778.2477467,,6,57.3,0,98,9.47,0.1,98,5276.25591,1.3,1.3,0.895,15.8
Sweden,9298515,2009,Developed,62,0,7.3,81.4,682.1070608,,3,56.9,0,98,9.94,0.1,98,4627.592,1.3,1.3,0.898,15.8
Sweden,9219637,2008,Developed,62,0,6.9,81.1,8105.590882,,25,56.5,0,98,9.23,0.1,98,55746.84238,1.3,1.3,0.897,15.7
Sweden,914892,2007,Developed,63,0,6.9,89,7593.391622,,1,56.1,0,98,8.92,0.1,98,53324.37937,1.3,1.3,0.895,15.8
Sweden,9855,2006,Developed,64,0,6.5,88,6369.516139,,19,55.7,0,98,8.95,0.1,98,46256.4716,1.3,1.3,0.892,15.9
Sweden,929572,2005,Developed,66,0,6.5,85,599.0392403,,13,55.3,0,98,9.6,0.1,98,4385.35315,1.3,1.3,0.89,16
Sweden,8993531,2004,Developed,7,0,6.6,83,5793.363644,,5,54.9,0,99,9.9,0.1,99,42442.2245,1.3,1.3,0.888,16
Sweden,8958229,2003,Developed,69,0,6.9,82,5067.411418,,3,54.4,0,99,9.31,0.1,99,36961.42537,1.3,1.3,0.882,15.9
Sweden,8924958,2002,Developed,71,0,6.9,79.9,3998.09987,,9,53.9,0,99,9.23,0.1,99,29571.7446,1.3,1.3,0.88,15.9
Sweden,889596,2001,Developed,73,0,6.6,79.8,3554.546434,,5,53.4,0,99,8.86,0.1,99,26969.24457,1.3,1.3,0.877,15.9
Sweden,887219,2000,Developed,73,0,6.2,79.6,3689.7273,,59,52.8,0,99,8.18,0.1,99,29283.55,1.4,1.3,0.873,15.9
Switzerland,8282396,2015,Developed,49,0,,83.4,0,,35,57.4,0,97,,0.1,97,8989.8424,0.4,0.3,0.938,16
Switzerland,8188649,2014,Developed,51,0,9.61,83.2,19479.91161,,23,57,0,96,11.66,0.1,96,85814.58857,0.4,0.3,0.936,15.9
Switzerland,889346,2013,Developed,52,0,9.73,83,19099.04506,,175,56.6,0,96,11.71,0.1,96,84658.88768,0.4,0.3,0.934,15.8
Switzerland,7996861,2012,Developed,54,0,9.86,82.7,18379.32974,,61,56.2,0,96,11.59,0.1,96,83164.38795,0.5,0.3,0.932,15.7
Switzerland,7912398,2011,Developed,55,0,9.99,82.6,18822.86732,,621,55.8,0,96,11.21,0.1,96,87998.44468,0.5,0.3,0.932,15.6
Switzerland,782499,2010,Developed,57,0,10.01,82.3,2198.590865,,77,55.4,0,96,11.7,0.1,95,74276.71842,0.5,0.4,0.92,15.4
Switzerland,7743831,2009,Developed,6,0,10.15,82.1,14714.82588,,958,55,0,96,11,0.1,95,69672.471,0.5,0.4,0.916,15.3
Switzerland,7647675,2008,Developed,6,0,10.29,82,2084.255535,,2022,54.6,0,96,1.29,0.1,95,72119.5687,0.5,0.4,0.914,15.3
Switzerland,7551117,2007,Developed,63,0,10.44,81.7,11892.33429,,1015,54.1,0,94,1.21,0.1,94,63223.46778,0.5,0.4,0.911,15.3
Switzerland,7483934,2006,Developed,65,0,10.24,81.5,10598.08187,,0,53.7,0,94,1.39,0.1,94,57348.92788,0.6,0.4,0.904,15.2
Switzerland,7437115,2005,Developed,66,0,10.15,81.1,10055.34981,,60,53.2,0,94,1.86,0.1,94,54797.54663,0.6,0.4,0.899,15.2
Switzerland,7389625,2004,Developed,69,0,10.55,81,9495.540576,,39,52.8,0,95,1.96,0.1,93,53255.97631,0.6,0.4,0.895,15.1
Switzerland,73391,2003,Developed,72,0,10.82,85,842.2768087,,574,52.3,0,95,1.93,0.1,93,4796.56497,0.6,0.5,0.889,15
Switzerland,7284753,2002,Developed,74,0,10.85,84,6853.628494,,0,51.8,0,95,1.61,0.1,93,41336.72192,0.6,0.5,0.89,15.2
Switzerland,7229854,2001,Developed,75,0,11.12,82,6478.346135,,700,51.3,0,95,1.28,0.1,93,38538.64447,0.7,0.5,0.888,15.2
Switzerland,718425,2000,Developed,78,0,11.26,79.7,5834.582046,,0,5.8,0,95,9.91,0.1,93,37813.23426,0.7,0.5,0.879,15.1
Syrian Arab Republic,18734987,2015,Developing,293,6,,64.5,0,41,45,57.1,8,5,,0.1,41,,6.3,6.1,0.553,9
Syrian Arab Republic,19239,2014,Developing,294,7,0.01,64.4,0,47,594,56.2,8,52,3.25,0.1,43,,6.3,6.1,0.575,9
Syrian Arab Republic,1989141,2013,Developing,37,7,0.01,63.6,0,71,740,55.2,9,5,3.25,0.1,41,,6.3,6.1,0.635,13
Syrian Arab Republic,24271,2012,Developing,32,7,0.01,62.8,0,43,13,54.2,9,47,3.25,0.1,45,,6.3,6.1,0.645,12.5
Syrian Arab Republic,2863993,2011,Developing,163,7,0.76,71.7,0,66,13,53.2,8,6,3.23,0.1,72,,6.3,6.1,0.646,12
Syrian Arab Republic,2118834,2010,Developing,127,7,0.78,73.7,0,84,26,52.3,9,83,3.28,0.1,8,,6.4,6.1,0.65,11.7
Syrian Arab Republic,2824893,2009,Developing,124,7,0.81,73.8,0,84,22,51.3,9,83,3.55,0.1,8,,6.4,6.2,0.648,11.8
Syrian Arab Republic,2325443,2008,Developing,122,8,0.8,73.8,0,83,19,5.4,9,83,3.4,0.1,79,,6.4,6.2,0.651,11.6
Syrian Arab Republic,1963286,2007,Developing,121,8,0.83,73.8,17.98136184,83,403,49.4,9,83,3.72,0.1,8,258.3529,6.4,6.2,0.644,11.5
Syrian Arab Republic,18914977,2006,Developing,123,8,0.97,73.7,122.6523334,83,517,48.5,10,83,3.78,0.1,8,1762.24617,6.4,6.3,0.636,11.4
Syrian Arab Republic,18294611,2005,Developing,127,9,0.92,73.5,116.2585943,83,375,47.6,10,83,4.11,0.1,8,1577.457182,6.5,6.3,0.624,11
Syrian Arab Republic,1786638,2004,Developing,131,9,0.93,73.2,10.21129783,82,189,46.8,10,84,4.48,0.1,81,148.852738,6.5,6.3,0.61,10.6
Syrian Arab Republic,17415266,2003,Developing,134,9,1.29,73,94.75639211,81,801,46,11,85,5.12,0.1,83,1253.39143,6.6,6.4,0.599,10.3
Syrian Arab Republic,178791,2002,Developing,135,9,1.25,72.8,91.70356833,8,538,45.3,11,86,4.94,0.1,84,1263.13455,6.6,6.5,0.596,10.2
Syrian Arab Republic,16766899,2001,Developing,135,10,1.29,72.7,93.50075111,8,290,44.6,11,83,4.92,0.1,82,1258.421953,6.7,6.5,0.589,10.1
Syrian Arab Republic,1641848,2000,Developing,136,10,1.41,72.6,81.7274712,79,146,43.9,12,86,4.92,0.1,84,1177.629268,6.8,6.6,0.588,10
Tajikistan,8548651,2015,Developing,161,10,,69.7,0,96,3,4.7,11,96,,0.2,96,918.6771543,3.6,3.7,0.625,11.3
Tajikistan,8362745,2014,Developing,162,10,0.01,69.6,7.829008596,97,0,39.9,11,94,6.88,0.2,97,114.45919,3.6,3.7,0.622,11.3
Tajikistan,817789,2013,Developing,163,10,0.01,69.3,1.0419164,96,1,39,11,97,6.75,0.2,96,14.214412,3.6,3.7,0.617,11.2
Tajikistan,799562,2012,Developing,164,10,0.01,68.8,71.50892145,94,16,38.2,12,96,6.39,0.2,94,954.725253,3.6,3.7,0.613,11.1
Tajikistan,7815949,2011,Developing,166,10,0.32,68.1,51.9919227,96,1,37.4,12,97,5.98,0.2,96,834.5412953,3.7,3.7,0.608,11.1
Tajikistan,764163,2010,Developing,171,10,0.32,67.3,43.34099958,93,0,36.6,12,95,6.4,0.2,93,738.3475227,3.7,3.8,0.603,11.1
Tajikistan,7472819,2009,Developing,174,10,0.3,66.7,35.71613793,93,0,35.9,12,93,5.93,0.2,93,666.3458569,3.7,3.8,0.601,11.1
Tajikistan,739728,2008,Developing,178,10,0.32,66.4,4.153362912,86,0,35.3,12,87,5.58,0.3,86,76.914128,3.8,3.8,0.592,10.8
Tajikistan,7152385,2007,Developing,181,10,0.35,66.1,2.272404904,84,2,34.7,12,85,5.35,0.3,86,52.35956,3.8,3.8,0.586,10.9
Tajikistan,7557,2006,Developing,183,10,0.38,65.9,2.626234903,88,3,34.1,12,76,5.7,0.3,83,44.2872665,3.8,3.9,0.579,10.7
Tajikistan,6854176,2005,Developing,194,10,0.37,65.5,19.83672308,81,0,33.5,12,79,5.89,0.3,84,337.359236,3.8,3.9,0.572,10.6
Tajikistan,6712841,2004,Developing,177,11,0.38,65.9,2.093721752,81,4,33,13,82,5.7,0.3,86,39.281834,3.9,3.9,0.563,10.5
Tajikistan,6576877,2003,Developing,182,11,0.36,65.2,13.25723997,58,2144,32.5,14,82,4.46,0.3,85,236.314438,4,4,0.553,10.1
Tajikistan,6447688,2002,Developing,193,12,0.6,64.3,10.68147485,39,927,32.1,15,84,4.48,0.3,85,189.3878519,4,4,0.543,9.8
Tajikistan,6327125,2001,Developing,194,13,0.86,64,1.142003812,,38,31.6,16,84,4.59,0.3,85,17.8159721,4.1,4.1,0.535,9.7
Tajikistan,621625,2000,Developing,198,14,0.37,63.7,8.943006492,,192,31.3,17,86,4.64,0.3,83,138.436633,4.2,4.1,0.529,9.6
Thailand,686576,2015,Developing,148,8,,74.9,0,99,154,33.6,9,99,,0.1,99,5814.863134,7.7,7.7,0.738,13.6
Thailand,68416772,2014,Developing,152,8,6.41,74.6,789.0772949,99,0,32.4,10,99,4.12,0.1,99,5941.8471,7.8,7.8,0.737,13.6
Thailand,6814365,2013,Developing,153,9,6.5,74.5,788.6873403,99,2641,31.3,10,99,4,0.1,99,6171.262444,7.9,7.9,0.733,13.6
Thailand,67843979,2012,Developing,154,9,6.56,74.3,801.0504655,98,5197,3.1,11,99,4.17,0.1,99,5859.915622,8,8.1,0.729,13.7
Thailand,675313,2011,Developing,155,10,6.07,74.1,748.4451054,98,3156,29,11,99,4.12,0.2,99,5491.159981,8.1,8.2,0.72,13.3
Thailand,672888,2010,Developing,158,10,5.95,73.9,71.6850913,98,2583,27.9,12,99,3.81,0.2,99,575.32176,8.2,8.3,0.711,13.1
Thailand,66881867,2009,Developing,16,11,5.88,73.7,547.2101411,98,6071,26.8,12,99,4.11,0.3,99,4212.5492,8.3,8.5,0.706,13
Thailand,6654576,2008,Developing,162,11,5.92,73.5,609.9511632,98,7790,25.7,13,99,3.92,0.3,99,4378.68746,8.5,8.6,0.7,12.9
Thailand,66195615,2007,Developing,165,12,6.2,73.3,520.7639087,96,3893,24.6,14,98,3.56,0.4,98,3972.26475,8.6,8.8,0.687,12.3
Thailand,65824164,2006,Developing,168,13,6.18,73,433.9210918,96,3588,23.6,15,98,3.49,0.5,98,3368.952576,8.7,8.9,0.686,12.4
Thailand,6542547,2005,Developing,177,13,6.26,72.5,321.1953005,96,3526,22.6,15,98,3.55,0.5,98,2893.651356,8.9,9.1,0.682,12
Thailand,652231,2004,Developing,189,14,6.17,71.6,301.3597791,96,4165,21.7,16,98,3.51,0.5,98,2659.83918,9,9.2,0.674,11.9
Thailand,64554952,2003,Developing,189,15,6.14,71.7,282.8364612,96,4519,2.9,18,98,3.58,0.6,98,2358.93629,9.1,9.3,0.666,11.8
Thailand,6473164,2002,Developing,192,16,5.93,71.4,27.63810304,95,10315,2.2,19,97,3.7,0.7,96,296.54617,9.2,9.5,0.657,11.5
Thailand,63543322,2001,Developing,194,17,5.92,71.2,176.0625201,95,7319,19.4,20,97,3.32,0.8,96,1893.145377,9.3,9.6,0.649,11.2
Thailand,6295821,2000,Developing,194,18,5.88,71.1,0.27564826,95,4074,18.7,21,97,3.4,0.8,97,27.564826,9.4,9.7,0.64,10.9
The former Yugoslav republic of Macedonia,,2015,Developing,12,0,,75.7,0,92,1,6.3,0,92,,0.1,91,,2.1,2.1,0.746,12.9
The former Yugoslav republic of Macedonia,,2014,Developing,12,0,1.13,75.5,0,97,116,59.7,0,96,6.48,0.1,95,,2.2,2.2,0.743,12.9
The former Yugoslav republic of Macedonia,,2013,Developing,14,0,1.03,75.3,0,97,4,59.1,0,98,6.7,0.1,98,,2.2,2.2,0.741,12.9
The former Yugoslav republic of Macedonia,,2012,Developing,15,0,1.23,75.1,0,98,7,58.5,0,97,6.76,0.1,95,,2.2,2.2,0.739,12.9
The former Yugoslav republic of Macedonia,,2011,Developing,17,0,1.16,74.9,0,96,701,57.9,0,97,6.61,0.1,96,,2.2,2.3,0.735,12.9
The former Yugoslav republic of Macedonia,,2010,Developing,18,0,1.47,74.7,0,9,217,57.4,0,95,6.83,0.1,95,,2.3,2.3,0.732,13
The former Yugoslav republic of Macedonia,,2009,Developing,111,0,1.77,74.4,0,95,5,56.9,0,96,6.74,0.1,96,,2.3,2.4,0.73,13
The former Yugoslav republic of Macedonia,,2008,Developing,111,0,1.72,74.2,0,97,27,56.4,0,96,6.85,0.1,95,,2.4,2.4,0.714,12.2
The former Yugoslav republic of Macedonia,,2007,Developing,12,0,1.75,73.5,0,96,1,55.9,0,96,6.9,0.1,95,,2.4,2.5,0.709,12.2
The former Yugoslav republic of Macedonia,,2006,Developing,122,0,1.74,73.7,0,89,3,55.4,0,92,7.61,0.1,93,,2.5,2.5,0.703,12.1
The former Yugoslav republic of Macedonia,,2005,Developing,12,0,1.75,73.6,0,53,5,54.9,0,98,7.95,0.1,97,,2.5,2.6,0,11.9
The former Yugoslav republic of Macedonia,,2004,Developing,12,0,2.07,73.5,0,,9,54.5,0,95,8.64,0.1,94,,2.6,2.6,0,11.9
The former Yugoslav republic of Macedonia,,2003,Developing,126,0,2.4,73.2,0,,18,54.1,0,96,9.17,0.1,96,,2.7,2.7,0,11.9
The former Yugoslav republic of Macedonia,,2002,Developing,128,0,2.53,72.8,0,,19,53.6,0,97,9.1,0.1,96,,2.7,2.7,0,11.9
The former Yugoslav republic of Macedonia,,2001,Developing,126,0,3.27,73.1,0,,27,53.2,0,91,8.18,0.1,91,,2.8,2.8,0,11.8
The former Yugoslav republic of Macedonia,,2000,Developing,125,0,2.86,72.6,0,,36,52.7,0,96,8.52,0.1,95,,2.8,2.8,0,11.7
Timor-Leste,124977,2015,Developing,152,2,,68.3,0,76,43,17.4,2,75,,0.1,76,1161.76935,1.9,11.1,0.603,12.5
Timor-Leste,1212814,2014,Developing,155,2,0.01,68,28.14578503,77,47,17,2,76,1.48,0.1,77,1153.51578,1.9,11.1,0.612,12.5
Timor-Leste,1184366,2013,Developing,158,2,0.01,67.7,3.379874844,82,4,16.6,2,82,1.29,0.1,82,117.765674,11.1,11.2,0.62,12.5
Timor-Leste,115676,2012,Developing,159,2,0.01,67.4,30.17998548,83,16,16.2,2,83,1.1,0.1,83,1117.77724,11.2,11.3,0.618,12.5
Timor-Leste,1131523,2011,Developing,161,2,0.5,67.2,2.726570602,67,763,15.8,3,66,0.76,0.1,67,114.56179,11.3,11.4,0.607,12.5
Timor-Leste,119591,2010,Developing,163,2,0.1,66.9,38.58376645,72,50,15.5,3,72,0.92,0.1,72,849.8626972,11.5,11.5,0.599,12.4
Timor-Leste,19221,2009,Developing,165,2,0.09,66.6,36.199487,72,10,15.1,3,78,1.2,0.1,72,757.3114436,11.6,11.6,0.599,12.1
Timor-Leste,17811,2008,Developing,168,2,0.06,66.2,36.69198927,79,0,14.7,3,79,0.74,0.1,79,643.71911,11.7,11.7,0.566,11.7
Timor-Leste,164973,2007,Developing,173,2,0.05,65.8,11.75766897,,0,14.2,3,7,0.37,0.1,7,524.8959363,11.8,11.8,0.541,11.3
Timor-Leste,148621,2006,Developing,186,2,0.04,64.9,28.12560496,,90,13.9,3,62,0.65,0.1,63,441.53226,11.9,11.9,0.511,11
Timor-Leste,126484,2005,Developing,26,3,0.36,63.7,7.127144699,,203,13.5,3,55,1.5,0.1,55,478.331859,12,11.9,0.492,10.6
Timor-Leste,996698,2004,Developing,229,3,0.38,62.3,8.415788935,,41,13.2,3,57,1.31,0.1,57,467.5438297,12,12,0.484,10.2
Timor-Leste,96852,2003,Developing,25,3,0.44,61,46.3913277,,94,12.9,4,55,2.48,0.1,55,471.4565823,12.1,12.1,0.485,9.8
Timor-Leste,923825,2002,Developing,261,3,0.48,62,5.649123424,,0,12.6,4,38,3.89,0.1,54,48.61552,12.1,12.1,0.475,9.8
Timor-Leste,892531,2001,Developing,269,3,0.5,59.4,6.556583478,,0,12.3,4,,3.75,0.1,,56.4249869,12.1,12.2,0.47,9.8
